task,seed,method,normalized_HV,IGD_plus,HF_calls_to_90pct_oracle_HV,feasible_fraction,solver_failure_fraction,shape_error,specific_blocking_force_mN_g,peak_stress_ratio,wall_time_h,HF_budget
M2 soft network,28,Frank-WT MF-PIRN,0.9387174263916946,0.003056746650648136,106,0.9158703305103629,0.03551211369873224,0.04772152849156054,38.100933871033654,0.625920313854181,11.900519478810438,200
M2 soft network,29,Frank-WT MF-PIRN,0.9325123896262751,0.004711352929509553,103,0.9447335693537465,0.03682969770221578,0.04693724796503533,38.290617130162005,0.6597402812134198,12.965144686939421,200
M2 soft network,30,Frank-WT MF-PIRN,0.9407619594785718,0.002385238316876678,103,0.9176556094557053,0.029892422617157192,0.053524340954693536,37.31945937630255,0.6088073604379848,13.209773698046844,200
M2 soft network,1,MF-HVKG,0.8916397286797413,0.009148704478839078,150,0.8960674102054763,0.042450739001163,0.07523888639846353,35.194260184475084,0.6281387586094342,18.251786880612947,200
M2 soft network,2,MF-HVKG,0.9086354210877855,0.007472231280944476,157,0.930353185205755,0.04072542895493672,0.07173359595806551,35.568331463224276,0.601316050731956,19.272429166354925,200
M2 soft network,3,MF-HVKG,0.9140501309575055,0.007724848318353661,142,0.8861360919707554,0.052725548165715924,0.06220765195830224,38.266685549030925,0.655219516038168,19.862001283039497,200
M2 soft network,4,MF-HVKG,0.9042866273264991,0.005971275750561004,150,0.9140186204161053,0.04133314412770951,0.057898425763431606,32.14311664090843,0.6358467784840868,18.017060328840493,200
M2 soft network,5,MF-HVKG,0.9213710140096338,0.005783015955507755,152,0.9230049311702745,0.04607713488683954,0.057631846821262156,36.58345790060699,0.6171765556185802,17.923836043890095,200
M2 soft network,6,MF-HVKG,0.9152108742685874,0.008099846125529131,158,0.890013767309747,0.056059726616743806,0.06641841412465598,35.12805430287582,0.6360287826224214,18.406135307496122,200
M2 soft network,7,MF-HVKG,0.8936376935804892,0.01080133044432459,143,0.8942074852136005,0.05694824486528404,0.05791400195874548,35.9626332853181,0.7256376014907409,18.457119768529537,200
M2 soft network,8,MF-HVKG,0.8946182038939531,0.007850324051291869,154,0.8835297527268096,0.052569215641033604,0.06866744233252897,31.879566543553107,0.6867347385038496,17.260879111656546,200
M2 soft network,9,MF-HVKG,0.9078133009789146,0.009158815870532617,154,0.867773061020036,0.0476671259957839,0.06130587130557103,32.42412696204384,0.6500645503154425,17.91558611102982,200
M2 soft network,10,MF-HVKG,0.9080733990173541,0.007047377390816221,150,0.9389624473370444,0.021235923800018333,0.056551429065348775,34.53051590126667,0.6416662767620295,19.065694309750135,200
M2 soft network,11,MF-HVKG,0.9026110422607907,0.008269558821533528,151,0.9319727417404137,0.05676288821812052,0.06649833921903325,34.69022832973952,0.6698742347818637,18.691027290936823,200
M2 soft network,12,MF-HVKG,0.9025877923168227,0.0077846844354873546,142,0.9202398615672498,0.04585545917574726,0.06408426555090951,34.361450985993756,0.6391262496321841,17.60983564600226,200
M2 soft network,13,MF-HVKG,0.8959764558399024,0.00863836291407064,153,0.9096055642812144,0.0427636317575804,0.06193739101588277,33.56642062502499,0.6161012950570265,19.2457021068372,200
M2 soft network,14,MF-HVKG,0.9022799034344835,0.008347177247359254,151,0.9095680412721994,0.05747262964451562,0.06400801813422945,34.19855032156417,0.6655638513709551,18.84075888593022,200
M2 soft network,15,MF-HVKG,0.9068216658671855,0.006151387692627916,146,0.8882316357950165,0.056381118499021624,0.05374402703955144,33.96817868264972,0.653886061891111,19.538753662829567,200
M2 soft network,16,MF-HVKG,0.9020388380899867,0.008246133541912141,148,0.9076951177976392,0.05577371028043991,0.06950742914279831,34.34648499166398,0.6227500610755641,18.056679364774222,200
M2 soft network,17,MF-HVKG,0.9069982054132796,0.007646861384338176,156,0.8961842795552647,0.04868589126301804,0.05989360762157007,35.00757733298793,0.617344336758609,18.431750700364773,200
M2 soft network,18,MF-HVKG,0.9044653659072455,0.00939816484364813,150,0.9031924691120364,0.04960900983791323,0.068768170845361,34.32453612961492,0.6496265188723154,17.339068194052523,200
M2 soft network,19,MF-HVKG,0.8985303821012285,0.006660810041964352,145,0.908257613059877,0.05473638768621538,0.07550828806830723,33.29307804727225,0.6353328698671933,19.0132529973781,200
M2 soft network,20,MF-HVKG,0.9148006683464548,0.009950089269670793,152,0.9066979167426202,0.04898095824207025,0.06287631742922577,36.998701808992955,0.5935085028539469,17.86058770254178,200
M2 soft network,21,MF-HVKG,0.9078471991498853,0.009952653989422602,157,0.882435824414024,0.04844045905315149,0.06226381335833947,34.71722435048849,0.6272208558344993,18.858426274043488,200
M2 soft network,22,MF-HVKG,0.9079564751684567,0.007909841328000896,149,0.9083500033985219,0.053495996841259934,0.07317904593743259,35.83250302705772,0.6492720523095399,19.7524379815593,200
M2 soft network,23,MF-HVKG,0.8985459854438046,0.010213123778224593,155,0.9022417845697808,0.05458238166209352,0.0636765350807108,33.476806009697164,0.6472211300884936,18.988015853698087,200
M2 soft network,24,MF-HVKG,0.9157289127315577,0.007961196515454762,150,0.8914318270955524,0.049269630044337535,0.06617541102854425,36.59326391517312,0.6673667260597042,17.763218262885122,200
M2 soft network,25,MF-HVKG,0.9093706922719144,0.007817068945856653,148,0.9003973496501275,0.049133239383451474,0.07023393218145557,36.444257186653076,0.6418575298055341,17.333263372242282,200
M2 soft network,26,MF-HVKG,0.9113982172944922,0.006781868787582516,151,0.887929957486538,0.06016544696439052,0.057390769866913854,36.215021698087085,0.6050906946198096,18.159208149107997,200
M2 soft network,27,MF-HVKG,0.9049648368864477,0.008133460999935194,161,0.9199143377017749,0.06249446885179919,0.058166372517623625,32.305011112150865,0.6293362728548408,18.663152165466528,200
M2 soft network,28,MF-HVKG,0.9043957815366654,0.00834136611317768,160,0.8912692177488586,0.05057990254100547,0.058052402868865385,34.41846987400729,0.6235272913600582,17.86878699871326,200
M2 soft network,29,MF-HVKG,0.8973905067263106,0.007080675539197426,156,0.9220528363836723,0.04380504386390797,0.0700206499149737,34.39832724546784,0.6447683663393086,19.055334120755404,200
M2 soft network,30,MF-HVKG,0.9159841192151453,0.007886419014129722,147,0.8956741225350409,0.04395871712638805,0.0575497011080487,35.16242223934104,0.6328163109789112,18.342630645707537,200
M2 soft network,1,qLogNEHVI,0.9032996876315695,0.008601513889213932,172,0.8813563513159235,0.043132284530836666,0.06509765116342545,38.61216595055423,0.6336162135469348,19.844759346378645,200
M2 soft network,2,qLogNEHVI,0.9150549341909562,0.008988427296106008,152,0.8940743619446415,0.054104445918152826,0.06574770401401187,32.69529155441091,0.6279970881532577,19.435273404317318,200
M2 soft network,3,qLogNEHVI,0.9151451376818014,0.010773879339666979,162,0.881777507266738,0.05032288663673168,0.055968968502283445,35.25044975877885,0.6129686291429917,19.496575170762537,200
M2 soft network,4,qLogNEHVI,0.8924241532023026,0.007319904600827681,161,0.8866024127926423,0.04609395166134221,0.06367594068044893,33.47481177346983,0.6496639212763053,18.548944814214742,200
M2 soft network,5,qLogNEHVI,0.9071276068103645,0.008296620299532593,163,0.9064403747708448,0.050860565027384695,0.04936955331750863,34.844303159853744,0.6147350286337782,20.075692486094702,200
M2 soft network,6,qLogNEHVI,0.9056107952902032,0.005935485221412231,159,0.9114901823885833,0.044550163723365455,0.06330296143828909,35.87481855197142,0.6709780487867124,19.112514632066826,200
M2 soft network,7,qLogNEHVI,0.8856288671627216,0.011789685990880679,160,0.8973414652370344,0.051424906225216824,0.07078940070054532,34.28539067599402,0.6405907627417993,18.532800317340268,200
M2 soft network,8,qLogNEHVI,0.8954730323626501,0.01026338685542139,155,0.9011973199034948,0.04860076650523294,0.06694064315713445,34.63272927724409,0.6227909974042634,18.67360191521686,200
M2 soft network,9,qLogNEHVI,0.9021388494353411,0.00690525525949988,154,0.90169913957717,0.061158747617021926,0.07004313874638536,32.081463724066936,0.6594281719974076,19.586180072647615,200
M2 soft network,10,qLogNEHVI,0.9055741782859729,0.008827818911094337,156,0.9092767813403816,0.049589190614705805,0.059753875944948374,35.949150631987926,0.6630372652912215,17.60515203333476,200
M2 soft network,11,qLogNEHVI,0.9021428385675374,0.007275691664579773,158,0.887040739060559,0.05621697515182971,0.05689238899589927,35.17878073263628,0.6641834798957114,18.54779170408729,200
M2 soft network,12,qLogNEHVI,0.8979307379834015,0.009730458599647286,153,0.9109737797443783,0.04804845406942057,0.06345214214832377,32.65216003891015,0.6149656867422312,20.01041652176269,200
M2 soft network,13,qLogNEHVI,0.8978063129039935,0.007528901315405263,163,0.88838266202474,0.04870402478650855,0.05758754500364523,34.01127358093191,0.6634480158510759,19.481060584704863,200
M2 soft network,14,qLogNEHVI,0.903387481765144,0.006580086006111184,157,0.8918321321171749,0.03935298552567265,0.07216513643768933,34.616360025504456,0.7109201507816489,20.05299844436072,200
M2 soft network,15,qLogNEHVI,0.8909077961008639,0.008652187851022093,159,0.8991643700674583,0.05500074879021137,0.0699904845499695,36.204197979026425,0.6447302467310511,19.91063029350593,200
M2 soft network,16,qLogNEHVI,0.8930651446182664,0.008004274655408466,162,0.9013214965922781,0.05198037784961123,0.07645393456940713,32.98856077026134,0.6372978733987976,19.246379807583665,200
M2 soft network,17,qLogNEHVI,0.9077847421011694,0.007213029158327264,149,0.9051078558131714,0.05632695592856211,0.06936034282953235,34.49519871563202,0.6399738335083637,19.207814182163975,200
M2 soft network,18,qLogNEHVI,0.8999865997209813,0.009354639763405575,161,0.9186093030862822,0.0516060130292288,0.06585573288442438,31.918985749312252,0.6691302722887542,20.07671732130778,200
M2 soft network,19,qLogNEHVI,0.9086075375182951,0.008971542096243304,158,0.9065420394778965,0.055350698191373476,0.0600163210831577,34.74547698250176,0.613295807509961,20.380699840526326,200
M2 soft network,20,qLogNEHVI,0.9040181241811115,0.010853019416399224,164,0.9035554951833897,0.05033277381755681,0.06238390319458085,34.619713679249635,0.6276323963827763,18.515348916085976,200
M2 soft network,21,qLogNEHVI,0.906486611518714,0.008364236964276652,157,0.8972471337732245,0.04824378466371164,0.05515693096971473,36.37156603440295,0.6392584827748065,20.169492476985916,200
M2 soft network,22,qLogNEHVI,0.8981166334742828,0.008719098258543988,165,0.9063455294441144,0.05602056233083083,0.0678061420531488,33.473964185039286,0.6532834367938976,19.4350102350799,200
M2 soft network,23,qLogNEHVI,0.9053977191244427,0.008393877334475032,166,0.8902183433136812,0.052319000820467816,0.06839251777200757,34.57834108406759,0.6657534065681703,19.385362795189263,200
M2 soft network,24,qLogNEHVI,0.902104469300362,0.010573069179771452,153,0.8771272277964902,0.05297700130107479,0.07607736005746261,33.57196281453139,0.6430153785621954,19.922044128424517,200
M2 soft network,25,qLogNEHVI,0.9002949531372791,0.008974187672354902,160,0.8972015284298384,0.04634880980455629,0.062436413388668184,33.35002521245233,0.6358706358027312,19.918490354221206,200
M2 soft network,26,qLogNEHVI,0.9116933344356252,0.006715385033332399,151,0.9106745248119494,0.0495060166490829,0.06731383182354984,36.909763544423676,0.6910263815540129,20.076836266002516,200
M2 soft network,27,qLogNEHVI,0.8925898696434494,0.007805508168057595,169,0.8739263405386124,0.050196291453240845,0.06587937002403081,30.062585265215095,0.6528819245990223,19.204348591670406,200
M2 soft network,28,qLogNEHVI,0.9017829599555814,0.010425858290564052,156,0.897672359576299,0.050388210261228694,0.06521105621703033,33.24045712205688,0.6361090193380278,18.676696645581107,200
M2 soft network,29,qLogNEHVI,0.8959511793903497,0.009584786398734876,161,0.9198022200522142,0.0520981383671488,0.07993956012262167,35.435642862977076,0.6091679869611164,19.68304310913415,200
M2 soft network,30,qLogNEHVI,0.8991509481261437,0.007657721769692167,169,0.8734983572335894,0.04674050363427118,0.06255568910619304,35.844875300004475,0.6634816117081431,19.516246195514928,200
M2 soft network,1,MOMF,0.8995006533953223,0.010701283350216865,157,0.8921831184251809,0.04344891396238349,0.06496977874976415,34.401658643819076,0.6005404347120529,18.37795210726196,200
M2 soft network,2,MOMF,0.8997638921736671,0.009019373639492876,148,0.9034498671265054,0.04593601281110548,0.06477620668142628,33.712597336841206,0.6124840314961962,16.38684845285021,200
M2 soft network,3,MOMF,0.8966370473466856,0.008315707084085393,150,0.9151486356210036,0.05629609520161301,0.06207567708694483,34.01191048934207,0.5885096348631206,18.253272664144045,200
M2 soft network,4,MOMF,0.8987026468584212,0.007668889734210715,148,0.9078667540821166,0.05965066984051959,0.06627375287042707,36.11876817206518,0.6653608365112252,17.86900222303931,200
M2 soft network,5,MOMF,0.9072381430261232,0.009121004925072774,152,0.8840414446963465,0.05427932026552206,0.06211781896126082,35.81488845398292,0.6384611412849222,17.262446218790835,200
M2 soft network,6,MOMF,0.9085799228361929,0.008304594811143462,136,0.93077840534729,0.04956011569912249,0.05279064825670688,34.72979838134499,0.6327488426140057,17.454869244490475,200
M2 soft network,7,MOMF,0.8942836166327613,0.011017233465162583,145,0.8998743980574825,0.047837423734400523,0.0579160870825348,33.92932332433696,0.6712730146916162,18.802682448016075,200
M2 soft network,8,MOMF,0.9045217693902509,0.007821693852449168,145,0.9016385653153118,0.05543346834447367,0.06348907428964937,33.702525824140466,0.5757242679396947,18.49027088169082,200
M2 soft network,9,MOMF,0.906196659827223,0.007713539307978124,151,0.8938744189796116,0.060198778947626666,0.06130400120948735,35.21333138070805,0.5734230302103953,18.13825719325947,200
M2 soft network,10,MOMF,0.8968175998698514,0.010641592400425913,139,0.8896933784005931,0.03457635433124308,0.06312135192602675,29.289149929278437,0.6544295835240291,18.211050669175833,200
M2 soft network,11,MOMF,0.897099647519282,0.010553336035494791,149,0.9036775663922093,0.03920159944431056,0.047850289378727595,31.73935951100319,0.6661966788529384,19.294298014463667,200
M2 soft network,12,MOMF,0.8878708823829051,0.00945165114722785,149,0.8952628598604444,0.046572074594587336,0.05570142429267306,32.92674585352036,0.6372595112036625,19.03395760655065,200
M2 soft network,13,MOMF,0.8942150950550928,0.009379752828679597,145,0.8811429854139912,0.057849769122225,0.06526885774741444,35.1130848720764,0.6574678592706626,16.900747800359945,200
M2 soft network,14,MOMF,0.8958924831700892,0.008040608207961153,139,0.8869512079837492,0.056670965314667636,0.0662291546098604,31.83076361980811,0.6246495311732059,18.46690669648682,200
M2 soft network,15,MOMF,0.8894880300979736,0.008720969867934126,134,0.9004850427409274,0.058436287644260024,0.0620950411953339,33.502942917118716,0.653998075904904,17.287179935460085,200
M2 soft network,16,MOMF,0.8905727128554964,0.008307960703160047,142,0.9041119593503257,0.06013796187500999,0.06931909344355369,34.11207743838766,0.6267038634831008,16.640748568213237,200
M2 soft network,17,MOMF,0.9043786028609105,0.00847481980530684,149,0.8881330458757827,0.048424386647773224,0.07056284549154528,33.55822916261456,0.6401570276098195,18.399190028645695,200
M2 soft network,18,MOMF,0.9039061394885345,0.006834827807664158,146,0.8933671820479543,0.055196384729793595,0.06847103460277737,35.122447270778125,0.627227341903702,18.23096577235234,200
M2 soft network,19,MOMF,0.8888154349282122,0.010557860854348799,144,0.882593116128143,0.055082460808915934,0.060277438322097136,32.447923205886546,0.669809017904246,18.01282286782379,200
M2 soft network,20,MOMF,0.9104683071146044,0.01066363473423013,147,0.9163327797207245,0.049248439324404154,0.062121419343400736,34.77489598287124,0.6263148795330513,17.694803754029824,200
M2 soft network,21,MOMF,0.8956095498115259,0.011075732495526194,156,0.8906336644241588,0.05756852287933379,0.06834702237311241,35.80422699443948,0.6250684184598074,17.4368470375813,200
M2 soft network,22,MOMF,0.8987071497088557,0.009057076228601276,137,0.8937996341090545,0.059048371448796065,0.060608485901813516,32.89424127643835,0.6387231673901408,19.467735938640693,200
M2 soft network,23,MOMF,0.9063962265918485,0.008843081540393892,150,0.9269344202823576,0.05123085181891482,0.05790161664935792,35.353332025304894,0.6493604472609079,18.29666575690164,200
M2 soft network,24,MOMF,0.8895302905644625,0.010796138029434839,155,0.9311816061048174,0.05226762396552603,0.06959585577709465,35.89904059153034,0.6459001183295896,17.563533053401386,200
M2 soft network,25,MOMF,0.9009008273491932,0.009250784742036175,150,0.8937312301913577,0.06658926246868864,0.06587955156919655,34.0792910113666,0.669671176595118,18.16806152242461,200
M2 soft network,26,MOMF,0.9013618779340621,0.00660630208449642,143,0.8796741782008615,0.05288943558228618,0.06532747557217217,34.672966942942644,0.6223635967223423,18.393523951794165,200
M2 soft network,27,MOMF,0.9039795602945646,0.007846680161158274,143,0.9002301193664559,0.05461373208541561,0.05903634066408773,34.11950309497978,0.6625602223761867,17.920324163394522,200
M2 soft network,28,MOMF,0.8935543663605332,0.0062576600325290905,151,0.8899735222605679,0.04876077714516945,0.06487765660705516,33.851442102895476,0.6330359318867989,18.65648650949468,200
M2 soft network,29,MOMF,0.8987878534059628,0.00886442393789236,144,0.8800573916358418,0.056785211362466184,0.07332813017482759,36.31248974706266,0.6550905844773124,19.711923852507283,200
M2 soft network,30,MOMF,0.903013095906508,0.011597941336211616,153,0.9027637928588641,0.05304996095396575,0.06480294981325084,34.96660344026887,0.6252722659954533,18.183083973273195,200
M2 soft network,1,PHSEA,0.8864553046956613,0.011399779738628971,169,0.9052741496147351,0.04245035950812519,0.0589858481113935,32.65555181490901,0.6801704329602699,18.016129394744635,200
M2 soft network,2,PHSEA,0.8876791707475378,0.009507874179202236,167,0.9006962202128398,0.04243403048583893,0.06828258289406516,28.594747726786256,0.6514052895999417,19.00164841744831,200
M2 soft network,3,PHSEA,0.8961195695862483,0.011233543859449984,170,0.900728515273479,0.051023419729758636,0.06163490270111913,37.78890381035383,0.6716719505166947,18.822575594173273,200
M2 soft network,4,PHSEA,0.8888404600438576,0.009430298268846438,164,0.9547411289073984,0.052502812063267845,0.0608999257888155,34.36164987961687,0.6232496437920809,18.725471024546145,200
M2 soft network,5,PHSEA,0.8964610805076347,0.009148965661063952,165,0.8969634938874543,0.038779869622370886,0.0720521146991248,31.27101777217968,0.6239932924411616,19.140687160227678,200
M2 soft network,6,PHSEA,0.9057417647599313,0.008561119744739451,179,0.8865620111448121,0.06075416722636883,0.06741209737079668,38.32264032357091,0.637573040452285,19.54984437128541,200
M2 soft network,7,PHSEA,0.8906906770377158,0.008385991231695113,167,0.8750239178518677,0.04684029166228063,0.07325701090174648,33.4745281352372,0.6152711722786229,20.875081515093115,200
M2 soft network,8,PHSEA,0.8984316229583704,0.008273737118883167,168,0.9299791411897136,0.04988669654615925,0.0676168760122723,32.45972716433356,0.6459014157908183,19.70538362972478,200
M2 soft network,9,PHSEA,0.8910247162420748,0.012195492036658161,167,0.9035127262701124,0.05746976993176159,0.07825442797135189,35.114988011635546,0.6685569229771882,19.370289730303202,200
M2 soft network,10,PHSEA,0.8909967346063505,0.011247372797392827,169,0.898135852279544,0.057117559007820826,0.05936103774182018,36.12713226296773,0.6780784806060314,17.59988571099818,200
M2 soft network,11,PHSEA,0.8796816406508492,0.008396344798686966,173,0.908711070246329,0.05470096178487116,0.07505086012910364,33.62896028952086,0.6706479732331236,17.002008140537555,200
M2 soft network,12,PHSEA,0.8883957183561405,0.010181182433834257,163,0.9088380485033403,0.052280730100523636,0.06818579193057753,31.411587102496167,0.6311692222729265,19.788051410177513,200
M2 soft network,13,PHSEA,0.8947461653590568,0.011372079842263507,166,0.9125519307147998,0.038056618118568114,0.07182778893307147,30.61238754960454,0.6112547755320779,18.054057641279023,200
M2 soft network,14,PHSEA,0.9079317620029081,0.010223717781592343,165,0.9029148281370268,0.04411213149297531,0.06624784815701279,35.252773336606836,0.6523762194649222,19.45526384971442,200
M2 soft network,15,PHSEA,0.8903034536978005,0.012389551155545197,164,0.9318071801715606,0.04904541229965871,0.08083252974409383,33.56050320190598,0.6521991781115541,19.99246432491204,200
M2 soft network,16,PHSEA,0.9004620557333944,0.010252025797701523,173,0.903030211985884,0.040227544442166634,0.05609484107943824,33.981736833123726,0.6731839108522752,20.510872672500156,200
M2 soft network,17,PHSEA,0.8952565191793408,0.008773403572751437,161,0.9417569747271668,0.05109441887586795,0.060126918264617,30.24517392598552,0.6722955518666994,19.70459898748505,200
M2 soft network,18,PHSEA,0.8971591179973233,0.008971733652913894,168,0.9252574205213192,0.03600267093322806,0.06875151067811695,31.589353604351512,0.6292086556050812,19.86735224624456,200
M2 soft network,19,PHSEA,0.9008122481241827,0.009434507868107981,165,0.9075781360770795,0.04927462598736339,0.06612518053648958,35.49887523155264,0.6081548341880534,18.169937593525766,200
M2 soft network,20,PHSEA,0.8968028760475352,0.008508363112579931,162,0.8969648696006991,0.048907910321723515,0.07615240853617163,34.641512480081474,0.611518154170559,19.508039175125617,200
M2 soft network,21,PHSEA,0.888624746444509,0.009980080788376967,162,0.929897594888763,0.047232976010338865,0.06935444556833799,32.53431371207394,0.660520653930415,17.4866485619717,200
M2 soft network,22,PHSEA,0.8858663809119023,0.011081373509703618,169,0.9213168667353148,0.036452734982523896,0.07606288964610744,32.43334945185553,0.6365044664388665,19.542253771287935,200
M2 soft network,23,PHSEA,0.9024955136002719,0.0073711836099617616,168,0.8938154094073268,0.05379510187100383,0.058045291889283174,33.46686024789521,0.6333332897388525,18.425742069711372,200
M2 soft network,24,PHSEA,0.893660576380031,0.010778575256790445,163,0.9031961249027001,0.05595246588807924,0.05963121382957766,34.14538061904511,0.6591271734511318,20.06822791301744,200
M2 soft network,25,PHSEA,0.8840108171488705,0.012024589826761294,171,0.9237511987655322,0.04752811457584521,0.06849218864376523,33.958369475889945,0.669737099767658,17.202798346575797,200
M2 soft network,26,PHSEA,0.8994024878815543,0.011279138529566867,175,0.9121939983328855,0.041488593540465836,0.07108133777083028,36.59209058389147,0.6109382899119229,19.635249746978484,200
M2 soft network,27,PHSEA,0.8906597139732222,0.011510817899619268,167,0.9084821807273905,0.0431821556235553,0.06953245109600657,30.849355396839748,0.636753947605509,18.844321950003877,200
M2 soft network,28,PHSEA,0.8862046650814578,0.010633627863038241,164,0.9056864968696317,0.046453186926939664,0.0790471521806236,34.65321630908913,0.6287033852825273,19.19170601799345,200
M2 soft network,29,PHSEA,0.8907033661303119,0.011951900115243714,160,0.9149909364857345,0.05293769067977814,0.06553185106537511,35.52194523300728,0.6548957459252658,18.074516222361204,200
M2 soft network,30,PHSEA,0.8870435751420651,0.009366576132745927,166,0.9030423630613262,0.036792678575169845,0.06769305617518886,31.166105754341352,0.5955420064243229,18.91517086944467,200
M2 soft network,1,MSAEA-DM,0.8821784455500014,0.011086585092533005,181,0.8586404509200293,0.0601253639254012,0.07253428249588002,36.16084113847888,0.6353621318075471,19.906611840858655,200
M2 soft network,2,MSAEA-DM,0.882710951999725,0.009036603681901097,175,0.8576733769874407,0.06288381617366252,0.0713836325730172,32.85565196091782,0.6786149838584374,20.649554490572186,200
M2 soft network,3,MSAEA-DM,0.8910190442611947,0.013673287276895995,187,0.8771078530574846,0.0644931168862104,0.068009229095605,32.814918518954364,0.6073424622301964,19.441415409285895,200
M2 soft network,4,MSAEA-DM,0.8921015070245466,0.011351811745887999,180,0.9076681447677469,0.052588723272368125,0.07375151905002945,33.155982218850085,0.6350495565317643,20.097670489428843,200
M2 soft network,5,MSAEA-DM,0.8926106707730973,0.01306558752654196,171,0.8871590616060697,0.06543798762557788,0.061279834601050735,30.839062865631337,0.6464475051049242,18.650746292407213,200
M2 soft network,6,MSAEA-DM,0.8953205376671332,0.012171566953310514,175,0.8991881211498537,0.055198976293580115,0.06403793386886676,32.35322777037237,0.6870180843589663,21.12888350209997,200
M2 soft network,7,MSAEA-DM,0.8736718600739337,0.011812882513020343,170,0.8909220136816199,0.060546515969901536,0.0746060365076215,33.32175111872966,0.6193608823390274,20.02950251455759,200
M2 soft network,8,MSAEA-DM,0.8898353016871259,0.009370984784496363,178,0.8999027723934232,0.05288764387226161,0.0720139584321423,32.47031974687647,0.6733845176628184,19.301561775100797,200
M2 soft network,9,MSAEA-DM,0.8850838889933419,0.010959757055140662,169,0.8763993906314764,0.055398045115241074,0.07325747872547658,32.31298057613818,0.660449918437247,20.23258053649057,200
M2 soft network,10,MSAEA-DM,0.8774973502330082,0.011643753391284045,183,0.8836310663647744,0.054775338618274654,0.0677848514267554,31.959840297493805,0.6517732660376349,21.97652602394807,200
M2 soft network,11,MSAEA-DM,0.8742821878624558,0.011613004879024266,179,0.874610752511688,0.06890981986665887,0.07125492014879226,32.359232910872635,0.6384631307306583,19.169706270198283,200
M2 soft network,12,MSAEA-DM,0.8868261854582679,0.010613875159661772,185,0.8511601215826219,0.07044244081979803,0.06402562719341115,33.610139942033484,0.6493862313789144,20.352785873370433,200
M2 soft network,13,MSAEA-DM,0.8797825371600271,0.008985787396308233,171,0.8932440376384206,0.05961538813000975,0.0769804637703151,30.666570287398077,0.6794146306243726,19.238231257875395,200
M2 soft network,14,MSAEA-DM,0.8826866510085697,0.010517204541286043,174,0.8823033771105409,0.060231942874102495,0.06800216399013014,32.40131332459606,0.6818804040124922,21.53003395542485,200
M2 soft network,15,MSAEA-DM,0.8961603815157668,0.011000050290661366,178,0.899154687189153,0.06882422044843665,0.0662685247095124,32.04056351748604,0.6465959487234467,20.867140303683378,200
M2 soft network,16,MSAEA-DM,0.8848203780748813,0.011680130433429239,180,0.8914243754058683,0.06205209211239325,0.08001448352501565,31.208374610530505,0.679063570247563,20.238762452911693,200
M2 soft network,17,MSAEA-DM,0.8881657651284823,0.011033904453309023,176,0.8732466419174364,0.06702889991176118,0.0579628915247559,30.650167739470852,0.6773948473086463,19.961278124794426,200
M2 soft network,18,MSAEA-DM,0.8878309638227762,0.011584470650577319,175,0.8763914963146042,0.052734971519109074,0.06892808646431088,32.257550299297094,0.6410777039660163,19.7310806720956,200
M2 soft network,19,MSAEA-DM,0.8959943402072346,0.010661844180841233,173,0.859815653146613,0.05975703367692768,0.06861134680892772,34.02941061374868,0.6765180665358338,19.56206114832094,200
M2 soft network,20,MSAEA-DM,0.8911999948628149,0.011761601153259194,181,0.8789793774082199,0.058812085903999285,0.0711676764372523,32.55041340531854,0.6732554307871951,19.82006753612448,200
M2 soft network,21,MSAEA-DM,0.885451070559863,0.011129125166279948,176,0.9135869842042957,0.06873889316455456,0.07234490371978071,31.915612521488473,0.6428358672357041,20.765646558891266,200
M2 soft network,22,MSAEA-DM,0.878817639798585,0.011980380190430951,168,0.9020918598625157,0.0665286333690319,0.07659541835198433,34.2782654243723,0.6385893289421731,20.77662232185024,200
M2 soft network,23,MSAEA-DM,0.8889559258439745,0.009937291691704955,174,0.8913598229981978,0.06865980791416798,0.058088288303416794,34.42792909996642,0.6675830835793565,20.0398420022436,200
M2 soft network,24,MSAEA-DM,0.887668681934818,0.011996511443523011,172,0.8964463875233677,0.07623136730261279,0.07438641397633192,33.00537684895545,0.6788236068163122,20.105246454391033,200
M2 soft network,25,MSAEA-DM,0.8827436494898624,0.00943842466539101,182,0.8905512521497267,0.06868142959342985,0.05610067933831511,31.307325596764485,0.6353982457968153,20.09316070123709,200
M2 soft network,26,MSAEA-DM,0.8856372978316944,0.014063312415626047,175,0.852652787478304,0.05674132960484992,0.0754363499057936,33.95054220693696,0.6514127703856349,20.1516812601543,200
M2 soft network,27,MSAEA-DM,0.8909012214554054,0.0116679442135091,176,0.8873890744980105,0.05450479444639364,0.07482329571686552,32.86683732961329,0.5844304153033034,18.694375843978246,200
M2 soft network,28,MSAEA-DM,0.884705952518667,0.012479836889041774,179,0.9041128872302419,0.058596067505979454,0.06288427532705364,32.13888105114376,0.6421463446444697,19.78253598991665,200
M2 soft network,29,MSAEA-DM,0.8849434571266813,0.012457238500376557,182,0.8994166611623471,0.06690284805835897,0.07374272714069247,33.67982456812944,0.638370264711474,19.64951914217813,200
M2 soft network,30,MSAEA-DM,0.8911237260473457,0.012795701692182951,180,0.9002805883339519,0.08094572555058074,0.07440956664944653,30.904970437519943,0.6744226255486694,20.341548724318237,200
M2 soft network,1,AS-SMEA,0.8964744256254493,0.010850022124535015,176,0.9061626308244202,0.06904047818249305,0.06607457749290889,32.41747758750014,0.627926902873458,20.592837635253026,200
