model,case_id,shape_MAE,blocking_force_MAPE,stress_MAPE,director_angle_MAE_deg,pitch_MAE_mm,equilibrium_residual,runtime_relative
B3 three-constant Frank,18,0.03052704012225766,0.06383802762916031,0.059107763617384707,0.2,0.03576965016272949,0.004043418471401354,5.0479488495376765
B3 three-constant Frank,19,0.0352418386608371,0.06121505876182929,0.05786873442620864,0.2,0.040634154689682844,0.003034425703156335,4.8580820708762325
B3 three-constant Frank,20,0.03384318467523043,0.05188293106097677,0.04989895430569019,0.2,0.04142006495846401,0.003526264784275066,4.5827100098674425
B3 three-constant Frank,21,0.03794256760063529,0.07141731730985076,0.06108964725636202,0.2,0.034353509154044407,0.0029681288216868705,4.717269424893995
B3 three-constant Frank,22,0.028142270226888286,0.047114279848215146,0.057414721188859506,0.2,0.04213182896335556,0.0020913257594966173,4.848911407648551
B3 three-constant Frank,23,0.030045360326944593,0.06868921997973886,0.06328741281361087,0.2,0.036238912682118894,0.002918896957315804,4.792512736981255
B3 three-constant Frank,24,0.037951857082149376,0.05712562934655039,0.03860274037152965,0.2,0.03760680609355967,0.002918962322203908,4.706809374332231
B3 three-constant Frank,25,0.03319677707661561,0.06483322423627765,0.05577561763508806,0.2,0.03778916201985149,0.0031462144252923587,4.882835073638526
B3 three-constant Frank,26,0.04279327766439367,0.0639441507270774,0.06683450410007168,0.2,0.03338184049464533,0.002998475074087749,4.722665779988425
B3 three-constant Frank,27,0.033261040406558535,0.059084525732917205,0.061815944245911435,0.2,0.04315234490313323,0.003203574388485684,4.690353178166234
B3 three-constant Frank,28,0.0417209385528581,0.06778879363036562,0.05739418351484978,0.2,0.03594937491638325,0.0027733246894438503,4.834689828088532
B3 three-constant Frank,29,0.03515920780897147,0.059316323699804885,0.05581262759997577,0.2,0.03462602947214009,0.0024819122686474053,5.040235021855917
B3 three-constant Frank,30,0.030569921914263276,0.06016956196346002,0.05613102958441675,0.2,0.037144442531847705,0.002312660947696894,4.902973385213177
B3 three-constant Frank,31,0.035274197270790356,0.06646169768653488,0.05338210392655713,0.2,0.0356974732709657,0.003730031034647446,4.698269438418826
B3 three-constant Frank,32,0.0425947273813461,0.07317962661226439,0.05951461970062198,0.2,0.0369788430019248,0.0025446028530259268,4.813484998468662
B3 three-constant Frank,33,0.03399927455525798,0.06358729704924476,0.054810859453387345,0.2,0.03149830417761509,0.00357622092585972,4.83692267060254
B3 three-constant Frank,34,0.03128979447907561,0.058472386678704115,0.05732363747651054,0.2,0.04467395515056469,0.003232049458011461,4.836177549764809
B3 three-constant Frank,35,0.03505148763411969,0.06674999939162762,0.041027453774825265,0.2,0.04456420965506095,0.002896489642655719,4.860514756037093
B3 three-constant Frank,36,0.03909733479834167,0.06264385318566432,0.052272992177042045,0.2,0.03888933091566978,0.0030714898166838236,4.797427397846964
B3 three-constant Frank,37,0.04225534965023882,0.07238384828769268,0.05244333607505,0.2,0.0382813136928673,0.00410599450863593,5.027815767390003
B3 three-constant Frank,38,0.03872023150983137,0.060525495321777686,0.053634949136373324,0.2,0.04112610249952538,0.0018568717308168484,4.815370123995996
B3 three-constant Frank,39,0.037879017009751235,0.07029112099913284,0.06478347608079957,0.2,0.03166626171486657,0.002557427365507887,4.725488097978292
B3 three-constant Frank,40,0.028664290225589754,0.059239334218860434,0.05500587558674891,0.2,0.03958055292514666,0.0025485710315904424,4.987700884087562
B3 three-constant Frank,41,0.03641491245718653,0.05932875033333757,0.047522888206409084,0.2,0.042560981754038676,0.0036442847623115934,4.777921044499084
B3 three-constant Frank,42,0.03446904731761225,0.07325197511463984,0.061404325391917425,0.2,0.04182762501738372,0.0027578779907630707,4.640019767077979
B3 three-constant Frank,43,0.03567857301623782,0.0601847215681385,0.05603073258040934,0.2,0.03975903415705945,0.003385406003317954,4.683410312314005
B3 three-constant Frank,44,0.03580238415213158,0.062344373366567354,0.05138176120999089,0.2,0.03483260485322415,0.0029284859363390386,4.906818051992904
B3 three-constant Frank,45,0.039625664275542656,0.06450837755060285,0.05522398756768069,0.2,0.03634844959470387,0.0031086136098601746,4.99324526442302
B3 three-constant Frank,46,0.0378498376392507,0.06167862816840249,0.06713447323843484,0.2,0.03095425851605285,0.0025837229489796354,4.727486644903108
B3 three-constant Frank,47,0.03590903475210276,0.06501727490979771,0.060100641752782534,0.2,0.04400370834539566,0.002545725865325412,4.910201156911591
B3 three-constant Frank,48,0.04064802566283173,0.055596322372188034,0.0545124696291091,0.2,0.032168696442755135,0.0033031931856513266,4.677746145710857
B3 three-constant Frank,49,0.03438381991013967,0.07303617455584559,0.06171964191199514,0.2,0.036743567219849047,0.0031393040058055616,4.907828670547825
B3 three-constant Frank,50,0.036612882732851224,0.06509596418909679,0.0507639120981806,0.2,0.04522237555587454,0.0033034822335682667,4.825351448183735
B3 three-constant Frank,51,0.036027549493541366,0.07810393800180035,0.05792203764667641,0.2,0.03319049185062552,0.0030755588047035472,4.950950021358012
B3 three-constant Frank,52,0.04601766533373041,0.07059534033255067,0.058195861844101485,0.2,0.035946460922832935,0.0023982666971164,4.73475584261124
B3 three-constant Frank,53,0.040861806311633934,0.0754430923688564,0.062403072015450596,0.2,0.0360421243005545,0.0032810126260585204,4.80206598261735
B3 three-constant Frank,54,0.02936863668945311,0.07229597100419705,0.055457435717729466,0.2,0.027560227213397362,0.002534589321910629,4.843875735309341
B3 three-constant Frank,55,0.030074841323212465,0.049719116217147294,0.05661966222132132,0.2,0.038202089939225366,0.00334509820980982,4.75974716421448
B3 three-constant Frank,56,0.03643416826041511,0.042117653220142603,0.05186364027999644,0.2,0.038528674962184824,0.002862562052541598,4.246863681222328
B3 three-constant Frank,57,0.03196631878413086,0.06820115960090478,0.053498899801793086,0.2,0.03530175691922927,0.0032903317269725053,4.724547704926856
B3 three-constant Frank,58,0.04089181867716435,0.07003600299773138,0.06025001014343255,0.2,0.039799535595711616,0.0034260086181232274,5.02835807067695
B3 three-constant Frank,59,0.03819570199066119,0.0640508580276905,0.04781641595428557,0.2,0.031945923042496736,0.0033557078442129377,4.858898236911475
B3 three-constant Frank,60,0.0384931349251077,0.06291935024923806,0.047144043459569976,0.2,0.03546136895866319,0.00240413266487537,4.5940673612869345
B4 B3 + residual PIRN,1,0.021430211121270352,0.038956746109854556,0.03436393077161027,0.2,0.02720452945821508,0.0018963733574772854,4.976942947406314
B4 B3 + residual PIRN,2,0.018811328715538016,0.048672953842371317,0.03942028162883849,0.2,0.03538751628982922,0.0016885921426736021,4.972563776399004
B4 B3 + residual PIRN,3,0.019541854561424054,0.04506989812082756,0.03364823970525804,0.2,0.030393079829301697,0.001650558047749349,4.991973362337253
B4 B3 + residual PIRN,4,0.01919424621081835,0.04111591786252798,0.04238894507539107,0.2,0.025838551701928954,0.001982253826853278,5.047419746221879
B4 B3 + residual PIRN,5,0.024615330106348764,0.03728371853985736,0.03399969790584846,0.2,0.02830913064416781,0.0016081952070614437,4.99597435845234
B4 B3 + residual PIRN,6,0.023389731366329464,0.046215266622596875,0.039051489774006916,0.2,0.03216507033599764,0.0016332594507424178,5.034349599802705
B4 B3 + residual PIRN,7,0.02016479819734622,0.03538284441950183,0.046751506465473776,0.2,0.028185159711432827,0.002036880402751249,4.69449676078293
B4 B3 + residual PIRN,8,0.02026441101702384,0.055968966423430494,0.040165208152398636,0.2,0.030847222067124813,0.0020155656190375053,5.014033005616076
B4 B3 + residual PIRN,9,0.01872898925905499,0.040029916789326145,0.04953210012443236,0.2,0.028574745468482377,0.00159668896057615,5.130688497294734
B4 B3 + residual PIRN,10,0.020052376847942255,0.04068136942418525,0.04187574872016441,0.2,0.03018067773299491,0.002069803104529002,5.238782969261296
B4 B3 + residual PIRN,11,0.02379373826372393,0.04316254150029492,0.032260874803607446,0.2,0.03207058885346593,0.0015687703646137235,4.969228102830391
B4 B3 + residual PIRN,12,0.021813626942148737,0.034788390743579714,0.03840134572140707,0.2,0.032522440250241216,0.002266134138224592,4.800849532766456
B4 B3 + residual PIRN,13,0.01912969054669517,0.038140225587396666,0.03229297905073662,0.2,0.02728826487983376,0.002193555149629872,5.2040549887358205
B4 B3 + residual PIRN,14,0.020695449165110933,0.05069183562211961,0.04430296444541365,0.2,0.02702659898686096,0.0023543156996936013,5.256328933383201
B4 B3 + residual PIRN,15,0.016574003076398343,0.040201480040054534,0.045137716864141794,0.2,0.031993260444547054,0.0015650817541162172,4.980460757085231
B4 B3 + residual PIRN,16,0.021438174791221787,0.04383855837514488,0.039255401512157104,0.2,0.02464851990244465,0.002223754191423194,4.880080680910189
B4 B3 + residual PIRN,17,0.024175836581205232,0.03406204851191494,0.03854846902049442,0.2,0.027927948930819464,0.002104647252676938,4.837978401029917
B4 B3 + residual PIRN,18,0.01727482586260358,0.04132022978741456,0.03461000421997315,0.2,0.028286569545446623,0.002059187870666389,4.913752664851789
B4 B3 + residual PIRN,19,0.021171902834939412,0.03525094903363021,0.03529979605704533,0.2,0.030048565586003342,0.0022382503677764462,4.8221757786206565
B4 B3 + residual PIRN,20,0.020047973451475756,0.03736057659275812,0.03481893626241693,0.2,0.024221084908341354,0.0013317763825195705,5.125307397159264
B4 B3 + residual PIRN,21,0.02147841302214249,0.03582387265600606,0.04369685804616761,0.2,0.03593712838258584,0.0021235161141108646,4.891551217317631
B4 B3 + residual PIRN,22,0.022549373408128057,0.032577416498314686,0.04074580822060123,0.2,0.03509296735393859,0.0020657731166405457,5.099715688535102
B4 B3 + residual PIRN,23,0.022386263958976207,0.04457269227449812,0.03413039919968845,0.2,0.03167663488455331,0.0025185497744039595,4.733538750598186
B4 B3 + residual PIRN,24,0.017348132849614943,0.043056138114578146,0.04269150199097462,0.2,0.027687645268249413,0.002152363641806367,4.909246963812775
B4 B3 + residual PIRN,25,0.01870325797764777,0.04403890579833871,0.04134109734739917,0.2,0.029303491999605243,0.0025520802185485013,4.929352888100392
B4 B3 + residual PIRN,26,0.01777938645194876,0.031075062256125788,0.04586484988986499,0.2,0.02564144937920361,0.0018392648116089014,5.113261387322928
B4 B3 + residual PIRN,27,0.018837147036764323,0.03095549791492161,0.046025731242877996,0.2,0.030006928157394756,0.0020387887244617655,5.161260194196905
B4 B3 + residual PIRN,28,0.026332180667632113,0.03969968080994604,0.036179559211979885,0.2,0.03075404705059291,0.0017168704209949003,5.082729842396564
B4 B3 + residual PIRN,29,0.02130859018338917,0.038248743493127825,0.036987331426392225,0.2,0.023458271003125964,0.002078842453277146,4.853374462226933
B4 B3 + residual PIRN,30,0.024311915816400537,0.037444540007978984,0.03274298773785982,0.2,0.023673274554722974,0.002060449170038094,4.954452147311396
B4 B3 + residual PIRN,31,0.01925587101163236,0.030122442071700523,0.038373882469429944,0.2,0.028377258550957483,0.0018640521064326987,5.08444053600722
B4 B3 + residual PIRN,32,0.0202717488142762,0.03849753850726345,0.041914532866487816,0.2,0.028764352824369826,0.0016854389133164657,5.119931253945161
B4 B3 + residual PIRN,33,0.022168536194875414,0.04202466902195907,0.038116146083368906,0.2,0.03266823566893658,0.001301323059638496,5.015961169169377
B4 B3 + residual PIRN,34,0.020542362360525326,0.037842767805713294,0.041248847230123065,0.2,0.029260525627387235,0.001922851731434956,5.01566343029625
B4 B3 + residual PIRN,35,0.02314030582231708,0.04491790870039081,0.0448761459862584,0.2,0.03267440629041366,0.0024915458350459217,5.009256293919631
B4 B3 + residual PIRN,36,0.02131998506121654,0.04892958395602398,0.03320913667934672,0.2,0.02977015483672653,0.0021340695628018786,5.057157916776286
B4 B3 + residual PIRN,37,0.01771158847039703,0.038726766967318776,0.04032524855832588,0.2,0.032426253197342776,0.002342101711159303,5.072416648252255
B4 B3 + residual PIRN,38,0.015918098114859187,0.037093320692240396,0.04336467171236783,0.2,0.033810703325990114,0.0025235050515752537,5.210040035569304
B4 B3 + residual PIRN,39,0.021947860284330756,0.03805858636547614,0.03627684278083531,0.2,0.02868617291454103,0.001734942709189691,5.13158137162219
B4 B3 + residual PIRN,40,0.021991851856472983,0.04570568259156806,0.04521929992068055,0.2,0.031190887019806268,0.0019051390677426922,4.761981655283238
B4 B3 + residual PIRN,41,0.01787367866070049,0.039831034318791404,0.037993375314867996,0.2,0.02238028103855231,0.0014314220698547868,4.955133920871964
B4 B3 + residual PIRN,42,0.021662683344533702,0.04198449387809317,0.0406989296805005,0.2,0.031640420672865384,0.001119794718685787,4.805900864820978
B4 B3 + residual PIRN,43,0.022083839502806287,0.039875475098579756,0.042079986582117104,0.2,0.02947749510163185,0.0025522677529745763,4.925860934661565
B4 B3 + residual PIRN,44,0.01792164021628708,0.03291164059632235,0.045051795789925735,0.2,0.02922475916397829,0.0023345802581428107,5.052286953525787
B4 B3 + residual PIRN,45,0.024565624899105697,0.03542822985463428,0.031287749734961075,0.2,0.024595437178060026,0.0024897020727476533,5.102091408336614
B4 B3 + residual PIRN,46,0.020704537528634524,0.037125209864891505,0.04318178714605085,0.2,0.029093250621751512,0.0021034008368381583,5.286880725958581
B4 B3 + residual PIRN,47,0.016402526449825858,0.041009061811857664,0.035411412986584956,0.2,0.030172578452958787,0.002317624112008149,5.039338539807611
B4 B3 + residual PIRN,48,0.02433748882961277,0.0374516628341499,0.03694449406994926,0.2,0.02900579511290859,0.0021146397072055035,4.787684265307011
B4 B3 + residual PIRN,49,0.019551663343400742,0.035057759975084,0.04342892903565997,0.2,0.03049826133814665,0.001708407215108515,4.670605773426884
B4 B3 + residual PIRN,50,0.022045944224264553,0.03687965801578857,0.03881747255420043,0.2,0.0241283565112835,0.00202881775022688,5.179249330588679
B4 B3 + residual PIRN,51,0.02082594277164628,0.047628791488477526,0.03996476737608383,0.2,0.03567220819143534,0.00237315788111304,5.301271119990225
B4 B3 + residual PIRN,52,0.019842258596106287,0.03760655136252868,0.03573609959958093,0.2,0.027843516633700747,0.0023477343806771614,5.130967168090975
B4 B3 + residual PIRN,53,0.023771210908978907,0.0342845128628037,0.04536125276473425,0.2,0.029357692756995915,0.0019090175032288822,4.883363529849243
B4 B3 + residual PIRN,54,0.018439808878696742,0.040041839236583394,0.039768953059385374,0.2,0.02996314845951585,0.0021634879334107323,5.06468738967699
B4 B3 + residual PIRN,55,0.024567569521030754,0.04313671158594215,0.038727072342394746,0.2,0.029957297331131026,0.0026112271869340124,5.032983618032304
B4 B3 + residual PIRN,56,0.021672586884713838,0.041728052767535696,0.04342613582178279,0.2,0.03384283189309689,0.002184061914884095,5.2329147107777025
B4 B3 + residual PIRN,57,0.023320883263285054,0.03731561874845394,0.04167243025995656,0.2,0.02933623203768437,0.001719424815952608,5.0224966182153885
B4 B3 + residual PIRN,58,0.01842073673255476,0.04102854857114451,0.04565039951276176,0.2,0.02234237221376561,0.001510059047300998,4.804045597879197
B4 B3 + residual PIRN,59,0.021101878431316303,0.03874215807073913,0.03089280258315428,0.2,0.023538492347061995,0.0027844065570570087,4.972063277051408
B4 B3 + residual PIRN,60,0.019366770038062458,0.048163537909822585,0.042410430693699555,0.2,0.024903956180077347,0.0017969466636152736,5.001650947777809
