variant,seed,normalized_HV,shape_MAE,blocking_force_MAPE,HF_calls_to_target,solver_failure_fraction
single infill criterion,8,0.9077178583275616,0.05558775852777864,0.07649497492853008,133,0.05198976977974949
single infill criterion,9,0.9193144021483317,0.061446544541487416,0.09146608258647745,133,0.03873144048658118
single infill criterion,10,0.9155030791160863,0.05382799491855071,0.08511775634318008,120,0.05698352598403967
single infill criterion,11,0.903499059734844,0.06011051710867079,0.07656969460906338,123,0.04456972656385991
single infill criterion,12,0.9004803545252094,0.06074841230588545,0.07350002632527389,129,0.04636777786187083
single infill criterion,13,0.9165669341687047,0.06128592405592191,0.07347783736085582,129,0.03905068239725279
single infill criterion,14,0.9006078428710753,0.05659869481112394,0.07925373013764869,126,0.027290425156651713
single infill criterion,15,0.8954892799629994,0.05576873634032567,0.06428073901135603,131,0.051337569894541156
single infill criterion,16,0.9000012551405147,0.053177932926672784,0.08310207494142997,131,0.04431273010536313
single infill criterion,17,0.9108239572290489,0.04730120405563222,0.07283846636398669,121,0.05004274373239525
single infill criterion,18,0.8991769517023728,0.054560465675106314,0.06579481230221237,122,0.03486783144133269
single infill criterion,19,0.8991222215063892,0.06236853575519934,0.08602044281183534,124,0.06140319555762001
single infill criterion,20,0.8793727929706681,0.05491549406999016,0.08013345777708593,130,0.04923689283997891
single infill criterion,21,0.8968584686175115,0.05912283577645898,0.08309376855940247,125,0.055354320233970314
single infill criterion,22,0.9119868326261458,0.05580759333263619,0.07025603582721127,138,0.04271381681803779
single infill criterion,23,0.9103250944811607,0.05154074579285846,0.0634400781502901,127,0.056095567920717876
single infill criterion,24,0.9132566255153213,0.06297737788114945,0.08321350464293907,135,0.03605561931835395
single infill criterion,25,0.9133827996048962,0.050384950580891305,0.05821143802623439,126,0.05573954980863775
single infill criterion,26,0.9226729659375573,0.05047701995656618,0.08207652936114017,133,0.05299989218686402
single infill criterion,27,0.9037608940562638,0.06650730585489384,0.07031736883729667,128,0.06436340667947468
single infill criterion,28,0.907613172347423,0.05993717209133972,0.072291048432168,135,0.03665562799121013
single infill criterion,29,0.9064602983009469,0.0662540172647645,0.07358151742675816,127,0.0643326272548071
single infill criterion,30,0.908585378039072,0.05952372177999085,0.07436262623961552,128,0.03275013059716045
no tri-criterion replay,1,0.9005045260545501,0.060131755539095215,0.09594473526084353,137,0.0713257464716872
no tri-criterion replay,2,0.904347824117797,0.05308987802099849,0.09883349501420839,147,0.07104950627556599
no tri-criterion replay,3,0.8984042035083685,0.06424467139404764,0.11414922705012567,142,0.06749361849679886
no tri-criterion replay,4,0.8992892398329431,0.058733681496649516,0.09469236296175704,152,0.06625113005806013
no tri-criterion replay,5,0.8816816728564542,0.06397072790608088,0.09131881952889279,150,0.06361544474140868
no tri-criterion replay,6,0.8810001630912169,0.06260434380807406,0.10866229680493586,145,0.06628123275826553
no tri-criterion replay,7,0.905099807283944,0.06706813120355513,0.0871579393103257,140,0.07199167908239985
no tri-criterion replay,8,0.8827309532173492,0.0691412303999876,0.09006674260535161,150,0.05659864854531346
no tri-criterion replay,9,0.8927983738540728,0.06061033998107267,0.10586459685650246,153,0.06469138609451261
no tri-criterion replay,10,0.8943216571194091,0.06977982194985284,0.0935644577968341,140,0.055591098027803834
no tri-criterion replay,11,0.9032456459839571,0.06193023230906701,0.09842445078942942,152,0.06635413541144801
no tri-criterion replay,12,0.8907939293657465,0.0705605507954423,0.10077237906082935,145,0.07337750247804514
no tri-criterion replay,13,0.9029624628664502,0.06064563733971074,0.08955149007741083,147,0.06683925159449136
no tri-criterion replay,14,0.8917853031732825,0.07624905965115006,0.09709329705640098,154,0.06663663269274411
no tri-criterion replay,15,0.8937843285854058,0.06282576831305733,0.10273904274608121,139,0.06430003868031785
no tri-criterion replay,16,0.8903414422140492,0.0637197353286625,0.10132004086636548,153,0.07209915501111167
no tri-criterion replay,17,0.8901487659408321,0.06799549015402107,0.09825830464350395,146,0.07679380262774732
no tri-criterion replay,18,0.8896060846178067,0.057295920677114254,0.09711177553644354,140,0.061450634251267
no tri-criterion replay,19,0.8971244387241085,0.06148581367112563,0.09422715412811081,139,0.07973056688014205
no tri-criterion replay,20,0.8987076915914203,0.07406604841572191,0.11994032919629698,139,0.06766875788067078
no tri-criterion replay,21,0.9039135669515764,0.05509378467242411,0.08704322288388651,150,0.0693522720548815
no tri-criterion replay,22,0.8903994180951539,0.05416685219571722,0.1068551055823147,155,0.0675878066329775
no tri-criterion replay,23,0.8984979361129153,0.06266698125656711,0.08769735044379157,146,0.05689707618623002
no tri-criterion replay,24,0.8954519168810081,0.054217678931400184,0.12245347932778611,157,0.07697345541196196
no tri-criterion replay,25,0.9166409801788233,0.06211264579074745,0.10474348360903638,147,0.07523980868374795
no tri-criterion replay,26,0.9049177355523951,0.051061541209926425,0.11824217802190976,160,0.08047872726895958
no tri-criterion replay,27,0.8882806441840096,0.0674172675740659,0.08034583737384993,150,0.06747109885205786
no tri-criterion replay,28,0.889684480786238,0.07164077856952898,0.11263995304981705,158,0.06889310267659197
no tri-criterion replay,29,0.9008299415659125,0.06882357781433793,0.084478805112637,144,0.06203246791370136
no tri-criterion replay,30,0.885379301724825,0.07005135768275604,0.09319484510103765,141,0.06830327802549059
no EWC,1,0.8911065591871821,0.06674632212777504,0.08610158191704939,142,0.05069716760115722
no EWC,2,0.9077173696713874,0.055542000923853516,0.09846568070746756,139,0.06383979660492005
no EWC,3,0.9078280397670812,0.05238755222408627,0.07475608344836371,140,0.06300506577617819
no EWC,4,0.906668410125143,0.054149191397689665,0.08798067916356639,138,0.05159141429211077
no EWC,5,0.9064623047065504,0.066216719184244,0.0712531753907843,131,0.05935290349428843
no EWC,6,0.9011882361318291,0.0527181249435795,0.08448725350946598,130,0.05623588876153566
no EWC,7,0.9018345782664293,0.057307830683229546,0.0766301589692674,135,0.062388297825222254
no EWC,8,0.8857480663871972,0.06355305627986689,0.09085038551610848,132,0.04656674407542151
no EWC,9,0.9101555053722692,0.05971735948521692,0.08432750358949463,132,0.06721129435242965
no EWC,10,0.9111518033330076,0.06472974453034565,0.07395005983340613,132,0.06384318248515061
no EWC,11,0.900895231642491,0.06337477793384351,0.07850145485936426,134,0.038244076441645763
no EWC,12,0.9078766055058269,0.06278873542652928,0.09595340992907292,132,0.0626240067012687
no EWC,13,0.9092522866602734,0.0630574349676478,0.07508468591283679,135,0.05232916449647368
no EWC,14,0.8873251773089917,0.06335168609168934,0.07183863858872776,126,0.044886516979334545
no EWC,15,0.8955124962045272,0.05311627120601056,0.07830650468943741,140,0.047904301597592125
no EWC,16,0.8968490681829615,0.060521138283501114,0.0845483401507463,138,0.052544675405022966
no EWC,17,0.9153245173325323,0.06252724117782672,0.07053012739422787,122,0.0377768450131615
no EWC,18,0.9037449181919204,0.06311667936240509,0.085242299059578,124,0.06348396146279152
no EWC,19,0.8887735755196586,0.05929994420723071,0.07999339756830295,145,0.06001243391912416
no EWC,20,0.909767662216322,0.06978562574229231,0.07721078155992583,124,0.05070244668452886
no EWC,21,0.903285492759013,0.06224987459446932,0.091091263259348,135,0.04725921808193018
no EWC,22,0.9034388061897362,0.05760554693538375,0.07054544698422499,140,0.04766153965146696
no EWC,23,0.9008833025474694,0.05522941838463039,0.08231674576417675,136,0.0576091804510322
no EWC,24,0.8994340740341783,0.05619034149664784,0.09674389122644055,134,0.05332292616088648
no EWC,25,0.9129787267162598,0.0549616789751366,0.07906477608289833,133,0.055318028704512696
no EWC,26,0.9047256459420695,0.05904598863200877,0.0829538399350869,131,0.048855078833436684
no EWC,27,0.9067168080320608,0.05903351376922635,0.0827285735534648,131,0.048141947661587074
no EWC,28,0.8927969204333077,0.057996449749624555,0.08140924302924764,142,0.052131153664383534
no EWC,29,0.9106039385576706,0.06173413189893393,0.08991577301181965,137,0.05817277329314726
no EWC,30,0.9120997489752953,0.053773502607277805,0.08649573803111109,137,0.051586418121595506
