task,seed,method,normalized_HV,IGD_plus
DTLZ3_D30,2,MOMF,0.7378454684821248,0.019267665833528406
DTLZ3_D30,3,MOMF,0.7485599022558829,0.01968774916535479
DTLZ3_D30,4,MOMF,0.7559395773795478,0.0185338309918564
DTLZ3_D30,5,MOMF,0.7370310686125908,0.015701312152013237
DTLZ3_D30,6,MOMF,0.7553068908141887,0.022277860324791003
DTLZ3_D30,7,MOMF,0.7589582817960673,0.01902115590127735
DTLZ3_D30,8,MOMF,0.7465862893698558,0.015592286159051066
DTLZ3_D30,9,MOMF,0.7385219510061187,0.01665934918632878
DTLZ3_D30,10,MOMF,0.7594858978775075,0.018098618021611102
DTLZ3_D30,11,MOMF,0.7429967629120079,0.019843097888611806
DTLZ3_D30,12,MOMF,0.7525771016242603,0.018747604542596094
DTLZ3_D30,13,MOMF,0.7450993459657743,0.016462792378349193
DTLZ3_D30,14,MOMF,0.7718493157981262,0.015192125264255875
DTLZ3_D30,15,MOMF,0.7583588797256229,0.015555578107185362
DTLZ3_D30,16,MOMF,0.7381271186323205,0.01613553308384692
DTLZ3_D30,17,MOMF,0.7552411614620155,0.017977155751475286
DTLZ3_D30,18,MOMF,0.7519003144595937,0.020129484231979786
DTLZ3_D30,19,MOMF,0.7495485232378657,0.0158965775498642
DTLZ3_D30,20,MOMF,0.7525860418078542,0.01913829862184825
DTLZ3_D30,1,PHSEA,0.7301437481441191,0.021056103878417644
DTLZ3_D30,2,PHSEA,0.7643286636767767,0.01865618694066819
DTLZ3_D30,3,PHSEA,0.7498382738911619,0.01785323742564843
DTLZ3_D30,4,PHSEA,0.7459631111771712,0.02402227736939374
DTLZ3_D30,5,PHSEA,0.75596822004828,0.016717106914583356
DTLZ3_D30,6,PHSEA,0.7308834463719304,0.016312948259824656
DTLZ3_D30,7,PHSEA,0.7630064975068778,0.019100997037133374
DTLZ3_D30,8,PHSEA,0.7435009416841276,0.02046464415250018
DTLZ3_D30,9,PHSEA,0.7461182506220373,0.016145509250887383
DTLZ3_D30,10,PHSEA,0.7469439267363005,0.017865845698668212
DTLZ3_D30,11,PHSEA,0.7740023526430773,0.021275084120907017
DTLZ3_D30,12,PHSEA,0.7513619259066708,0.020886671797309457
DTLZ3_D30,13,PHSEA,0.747781287409731,0.017598819982474232
DTLZ3_D30,14,PHSEA,0.738195528169975,0.019176646081299965
DTLZ3_D30,15,PHSEA,0.7517551045818411,0.017046682149064428
DTLZ3_D30,16,PHSEA,0.7366135730070769,0.020494370643413033
DTLZ3_D30,17,PHSEA,0.7450779430661286,0.017106030147181886
DTLZ3_D30,18,PHSEA,0.7504742158113688,0.0211199911471571
DTLZ3_D30,19,PHSEA,0.7484558846556689,0.017520482940003305
DTLZ3_D30,20,PHSEA,0.744878555790512,0.019502192179905987
DTLZ3_D30,1,MSAEA-DM,0.7353077708289145,0.020077465905953745
DTLZ3_D30,2,MSAEA-DM,0.7534029663270616,0.01939577967234781
DTLZ3_D30,3,MSAEA-DM,0.7425642892516555,0.02049376200471601
DTLZ3_D30,4,MSAEA-DM,0.7523156138283534,0.019268581931024417
DTLZ3_D30,5,MSAEA-DM,0.7479163484360566,0.02725969985871557
DTLZ3_D30,6,MSAEA-DM,0.7317089222255179,0.02054504214106441
DTLZ3_D30,7,MSAEA-DM,0.7383937608370871,0.02238176616921134
DTLZ3_D30,8,MSAEA-DM,0.7530542395676466,0.01756910866440972
DTLZ3_D30,9,MSAEA-DM,0.7325890803313452,0.019185833867708196
DTLZ3_D30,10,MSAEA-DM,0.7251334269090577,0.023395943811966195
DTLZ3_D30,11,MSAEA-DM,0.7296292927125062,0.02079719444617077
DTLZ3_D30,12,MSAEA-DM,0.7258709439841443,0.020526800896793772
DTLZ3_D30,13,MSAEA-DM,0.7457113910686161,0.019482047016703145
DTLZ3_D30,14,MSAEA-DM,0.7559190325108381,0.02093592372422298
DTLZ3_D30,15,MSAEA-DM,0.7228531078013456,0.019874547873839115
DTLZ3_D30,16,MSAEA-DM,0.7548271573250372,0.023863740351186526
DTLZ3_D30,17,MSAEA-DM,0.7513247377019999,0.022431598195953785
DTLZ3_D30,18,MSAEA-DM,0.7448388423995153,0.01781410778632635
DTLZ3_D30,19,MSAEA-DM,0.7358484071851215,0.018020634821190644
DTLZ3_D30,20,MSAEA-DM,0.746503743514449,0.019373418876856972
DTLZ3_D30,1,AS-SMEA,0.7299144050157788,0.023904136567600497
DTLZ3_D30,2,AS-SMEA,0.7313148729188771,0.02154452371111187
DTLZ3_D30,3,AS-SMEA,0.7364675815021413,0.025280123298632322
DTLZ3_D30,4,AS-SMEA,0.7238148027607382,0.024040363394488822
DTLZ3_D30,5,AS-SMEA,0.722157553198652,0.022779211291788178
DTLZ3_D30,6,AS-SMEA,0.7297694636080425,0.019512539784594093
DTLZ3_D30,7,AS-SMEA,0.7361903010190118,0.02074253031695935
DTLZ3_D30,8,AS-SMEA,0.7187799534086818,0.021474465933805763
DTLZ3_D30,9,AS-SMEA,0.7324114890027277,0.02700471303522077
DTLZ3_D30,10,AS-SMEA,0.7296880205825972,0.02152952838278699
DTLZ3_D30,11,AS-SMEA,0.7477837855891182,0.02246691677638114
DTLZ3_D30,12,AS-SMEA,0.712580712718773,0.024849153385878515
DTLZ3_D30,13,AS-SMEA,0.7140190202592646,0.019930720392366194
DTLZ3_D30,14,AS-SMEA,0.7402851751066524,0.02217985275377955
DTLZ3_D30,15,AS-SMEA,0.7205625086903622,0.01923368568907238
DTLZ3_D30,16,AS-SMEA,0.7357705331125383,0.020278678083022493
DTLZ3_D30,17,AS-SMEA,0.7349995804281069,0.02289161100070754
DTLZ3_D30,18,AS-SMEA,0.7329895993315998,0.02234624255080425
DTLZ3_D30,19,AS-SMEA,0.7144155019256312,0.02314977941250076
DTLZ3_D30,20,AS-SMEA,0.7267389518665746,0.02013438690367358
DTLZ4_D14,1,Frank-WT MF-PIRN,0.73386144344279,0.009461551795517591
DTLZ4_D14,2,Frank-WT MF-PIRN,0.7355089571278327,0.013942725735713543
DTLZ4_D14,3,Frank-WT MF-PIRN,0.7256540059342813,0.008520459488075602
DTLZ4_D14,4,Frank-WT MF-PIRN,0.7466714039050936,0.009046657026309236
DTLZ4_D14,5,Frank-WT MF-PIRN,0.7329832687972544,0.01252627479131786
DTLZ4_D14,6,Frank-WT MF-PIRN,0.7529779274150545,0.010094338335908191
DTLZ4_D14,7,Frank-WT MF-PIRN,0.7161184281696661,0.01095463485379289
DTLZ4_D14,8,Frank-WT MF-PIRN,0.7429454128650775,0.013306974009716605
DTLZ4_D14,9,Frank-WT MF-PIRN,0.7221652294335189,0.010372523706536085
DTLZ4_D14,10,Frank-WT MF-PIRN,0.7316339623241982,0.012290862674015704
DTLZ4_D14,11,Frank-WT MF-PIRN,0.7436045723367405,0.013906838955587395
DTLZ4_D14,12,Frank-WT MF-PIRN,0.7320924304320069,0.012284322078958574
DTLZ4_D14,13,Frank-WT MF-PIRN,0.7373486392391664,0.011941850191522906
DTLZ4_D14,14,Frank-WT MF-PIRN,0.736749227434127,0.014463651433864253
DTLZ4_D14,15,Frank-WT MF-PIRN,0.7281352011400211,0.010116138231868944
DTLZ4_D14,16,Frank-WT MF-PIRN,0.7287101866781478,0.013571513864743428
DTLZ4_D14,17,Frank-WT MF-PIRN,0.7346421365436219,0.013363219224989576
DTLZ4_D14,18,Frank-WT MF-PIRN,0.7411005193799013,0.00994353175741278
DTLZ4_D14,19,Frank-WT MF-PIRN,0.7420215931416145,0.01737199575291227
DTLZ4_D14,20,Frank-WT MF-PIRN,0.7312169289404679,0.014560317868936466
DTLZ4_D14,1,MF-HVKG,0.7135797834103169,0.015637104346696025
DTLZ4_D14,2,MF-HVKG,0.7290543879000984,0.012311453468561077
DTLZ4_D14,3,MF-HVKG,0.7362243445117949,0.012045339337750859
DTLZ4_D14,4,MF-HVKG,0.7432052263852069,0.011889649518512272
DTLZ4_D14,5,MF-HVKG,0.7280499633312377,0.015412546875618811
DTLZ4_D14,6,MF-HVKG,0.7172738395210682,0.01585278527317867
DTLZ4_D14,7,MF-HVKG,0.7175170391364881,0.013559288418917006
DTLZ4_D14,8,MF-HVKG,0.695390025402656,0.01231211526930941
DTLZ4_D14,9,MF-HVKG,0.7280964956070625,0.015248831673402631
DTLZ4_D14,10,MF-HVKG,0.7238100140834044,0.014841609121415005
DTLZ4_D14,11,MF-HVKG,0.7077612358458434,0.01882994996089978
DTLZ4_D14,12,MF-HVKG,0.7184758832734883,0.012604328936506527
DTLZ4_D14,13,MF-HVKG,0.7178355251482263,0.013195524154215092
DTLZ4_D14,14,MF-HVKG,0.7372228736643441,0.0184167477348294
DTLZ4_D14,15,MF-HVKG,0.7252286046798305,0.01656387638147102
DTLZ4_D14,16,MF-HVKG,0.7173012081556176,0.014656311179168203
DTLZ4_D14,17,MF-HVKG,0.7223904049937259,0.013095828059993526
DTLZ4_D14,18,MF-HVKG,0.712917797294205,0.011920078903241434
DTLZ4_D14,19,MF-HVKG,0.702393332006194,0.014691764754494081
DTLZ4_D14,20,MF-HVKG,0.7180200084289563,0.014787813383316296
DTLZ4_D14,1,qLogNEHVI,0.7184261056111403,0.01934655736106588
DTLZ4_D14,2,qLogNEHVI,0.7288121675603388,0.016257451384139806
DTLZ4_D14,3,qLogNEHVI,0.7200084454972826,0.01447825729854145
DTLZ4_D14,4,qLogNEHVI,0.7259996982129631,0.014465046643428094
DTLZ4_D14,5,qLogNEHVI,0.7002506870083615,0.016710604340019378
DTLZ4_D14,6,qLogNEHVI,0.6962238806627362,0.017396902669762467
DTLZ4_D14,7,qLogNEHVI,0.735224236335481,0.012503733661176642
DTLZ4_D14,8,qLogNEHVI,0.7133745952688972,0.017489837289480444
DTLZ4_D14,9,qLogNEHVI,0.7100925093356071,0.01219895279686694
DTLZ4_D14,10,qLogNEHVI,0.7095583932750171,0.014259310141927179
DTLZ4_D14,11,qLogNEHVI,0.7212090775295346,0.020285257115400822
DTLZ4_D14,12,qLogNEHVI,0.7170058375914102,0.016881195039212506
DTLZ4_D14,13,qLogNEHVI,0.7110794344435305,0.015511487255671155
DTLZ4_D14,14,qLogNEHVI,0.7016755420054361,0.01871468576782568
DTLZ4_D14,15,qLogNEHVI,0.7068240807506714,0.015011454930179047
DTLZ4_D14,16,qLogNEHVI,0.709867473706863,0.01513628637297073
DTLZ4_D14,17,qLogNEHVI,0.7221361898539422,0.010940186013779708
DTLZ4_D14,18,qLogNEHVI,0.7088577854544115,0.016315212199853744
DTLZ4_D14,19,qLogNEHVI,0.7003542485823873,0.013823473474637926
DTLZ4_D14,20,qLogNEHVI,0.6937927785545672,0.01434513665105356
DTLZ4_D14,1,MOMF,0.7040863784961497,0.015729074000471917
DTLZ4_D14,2,MOMF,0.7035872675557857,0.01740328094049246
DTLZ4_D14,3,MOMF,0.6861334115707787,0.019932114999258115
DTLZ4_D14,4,MOMF,0.7083468641585315,0.018729405741341864
DTLZ4_D14,5,MOMF,0.710079820683957,0.017801654989768562
DTLZ4_D14,6,MOMF,0.7088617746158953,0.01660951107068823
DTLZ4_D14,7,MOMF,0.7040073974326277,0.016964259536321497
DTLZ4_D14,8,MOMF,0.7120088048791092,0.02174827631504988
DTLZ4_D14,9,MOMF,0.6939409313339654,0.01691650723075088
DTLZ4_D14,10,MOMF,0.734577131344526,0.014533793604447731
DTLZ4_D14,11,MOMF,0.7082877916662456,0.015668607290522562
DTLZ4_D14,12,MOMF,0.7046254759659295,0.016327744153120792
DTLZ4_D14,13,MOMF,0.6952950519332295,0.018178307482433386
DTLZ4_D14,14,MOMF,0.712974399655805,0.01346090702789431
DTLZ4_D14,15,MOMF,0.7152303627115933,0.01446894754335306
DTLZ4_D14,16,MOMF,0.718521066318527,0.015782535514815996
DTLZ4_D14,17,MOMF,0.7233496204122897,0.019380670713534182
DTLZ4_D14,18,MOMF,0.71187184850425,0.015862962824037347
DTLZ4_D14,19,MOMF,0.6846083845375941,0.01813530047090338
DTLZ4_D14,20,MOMF,0.7076556090225459,0.019206020254546104
DTLZ4_D14,1,PHSEA,0.7066182166975898,0.020376190339886517
DTLZ4_D14,2,PHSEA,0.7121709392324393,0.018698709620961585
DTLZ4_D14,3,PHSEA,0.6879710729151125,0.017880948681966633
DTLZ4_D14,4,PHSEA,0.6797470047661841,0.020599041227163956
DTLZ4_D14,5,PHSEA,0.7003631617131726,0.015578267528908459
DTLZ4_D14,6,PHSEA,0.7078286700456067,0.021560582065422863
DTLZ4_D14,7,PHSEA,0.6754790884859634,0.019608026283121523
DTLZ4_D14,8,PHSEA,0.71381670345499,0.017491428256552616
DTLZ4_D14,9,PHSEA,0.690255862944821,0.021213860072505218
DTLZ4_D14,10,PHSEA,0.6893451674840367,0.02076315875097979
DTLZ4_D14,11,PHSEA,0.7138718388046167,0.01592092752447807
DTLZ4_D14,12,PHSEA,0.6943460470508527,0.01605580962159546
DTLZ4_D14,13,PHSEA,0.7038500322067317,0.019506353594526512
DTLZ4_D14,14,PHSEA,0.6976009389155098,0.021260279311056906
DTLZ4_D14,15,PHSEA,0.699338884274514,0.01708031172263234
DTLZ4_D14,16,PHSEA,0.6977930954902182,0.017338378213811435
DTLZ4_D14,17,PHSEA,0.7030460107121548,0.01892447450674496
DTLZ4_D14,18,PHSEA,0.7179709132044193,0.02121190467952962
DTLZ4_D14,19,PHSEA,0.7136425515268586,0.021997575858233108
DTLZ4_D14,20,PHSEA,0.6959922539944617,0.018479422820841515
DTLZ4_D14,1,MSAEA-DM,0.7047363710733962,0.01889514227937982
DTLZ4_D14,2,MSAEA-DM,0.6911669980425538,0.02011314903516637
DTLZ4_D14,3,MSAEA-DM,0.686318617990939,0.016115850718096517
DTLZ4_D14,4,MSAEA-DM,0.6788259495846651,0.01911131859907592
DTLZ4_D14,5,MSAEA-DM,0.6910784338362597,0.023591348176919952
DTLZ4_D14,6,MSAEA-DM,0.6783397497656818,0.019334143129566647
DTLZ4_D14,7,MSAEA-DM,0.6960933342755955,0.021489284834594998
DTLZ4_D14,8,MSAEA-DM,0.6907194189279471,0.02202757481278287
DTLZ4_D14,9,MSAEA-DM,0.6850126283442515,0.02069847240020845
DTLZ4_D14,10,MSAEA-DM,0.6846880297497727,0.024112766695035908
DTLZ4_D14,11,MSAEA-DM,0.7025733317004484,0.02167293892879771
DTLZ4_D14,12,MSAEA-DM,0.6850697694762401,0.02193169298207374
DTLZ4_D14,13,MSAEA-DM,0.6703779913749964,0.022587449033637096
DTLZ4_D14,14,MSAEA-DM,0.6860359420957417,0.02260351001383788
DTLZ4_D14,15,MSAEA-DM,0.6860753734214714,0.017313826101607813
DTLZ4_D14,16,MSAEA-DM,0.6960448274026785,0.022892774907928036
DTLZ4_D14,17,MSAEA-DM,0.6987168610446467,0.019144685801740207
DTLZ4_D14,18,MSAEA-DM,0.6851976646318846,0.01985242418252109
DTLZ4_D14,19,MSAEA-DM,0.6939664377387817,0.020472341265077607
DTLZ4_D14,20,MSAEA-DM,0.67984908605363,0.018941165123988326
DTLZ4_D14,1,AS-SMEA,0.6718042568529319,0.02538711573128219
DTLZ4_D14,2,AS-SMEA,0.6891928099612912,0.022370094565129426
DTLZ4_D14,3,AS-SMEA,0.6709881458336051,0.02084173398878444
DTLZ4_D14,4,AS-SMEA,0.6748841607191587,0.02420085143517988
DTLZ4_D14,5,AS-SMEA,0.6824731130470774,0.021749181420141837
DTLZ4_D14,6,AS-SMEA,0.6910864646287929,0.022867181097200498
DTLZ4_D14,7,AS-SMEA,0.685010203424363,0.023742202494286282
DTLZ4_D14,8,AS-SMEA,0.6812452804308218,0.024394318735958112
DTLZ4_D14,9,AS-SMEA,0.6730388654763296,0.022715957948074097
DTLZ4_D14,10,AS-SMEA,0.6991459736812576,0.02049790787714149
DTLZ4_D14,11,AS-SMEA,0.692485322942259,0.024459616723992477
DTLZ4_D14,12,AS-SMEA,0.6822145574089127,0.02330815257148343
DTLZ4_D14,13,AS-SMEA,0.6736967165805399,0.020033162595683704
DTLZ4_D14,14,AS-SMEA,0.6867894402394259,0.02562790369753669
DTLZ4_D14,15,AS-SMEA,0.682467276453264,0.02372119088690197
DTLZ4_D14,16,AS-SMEA,0.6832364809916123,0.020394071093284397
DTLZ4_D14,17,AS-SMEA,0.6777985178572706,0.022519827382550206
DTLZ4_D14,18,AS-SMEA,0.6918719338996395,0.023929351198804374
DTLZ4_D14,19,AS-SMEA,0.6567214683190848,0.023087379389906064
DTLZ4_D14,20,AS-SMEA,0.6870009127156741,0.023137899564918622
DTLZ4_D30,1,Frank-WT MF-PIRN,0.6967256059104407,0.016826162349878205
DTLZ4_D30,2,Frank-WT MF-PIRN,0.689226127461199,0.01895673576556694
DTLZ4_D30,3,Frank-WT MF-PIRN,0.6781946488279357,0.015597966382853393
DTLZ4_D30,4,Frank-WT MF-PIRN,0.697867215339589,0.01636901067918418
DTLZ4_D30,5,Frank-WT MF-PIRN,0.6729560750601782,0.016237822658291528
DTLZ4_D30,6,Frank-WT MF-PIRN,0.6902659258229501,0.022901219792007866
DTLZ4_D30,7,Frank-WT MF-PIRN,0.6894347040073854,0.015179827240094527
DTLZ4_D30,8,Frank-WT MF-PIRN,0.6744125565235042,0.01709446935289288
DTLZ4_D30,9,Frank-WT MF-PIRN,0.6651736305741603,0.017611495585128038
DTLZ4_D30,10,Frank-WT MF-PIRN,0.6809559671809635,0.014573352390739905
DTLZ4_D30,11,Frank-WT MF-PIRN,0.6804207949776823,0.016373772658843412
DTLZ4_D30,12,Frank-WT MF-PIRN,0.6798934454113504,0.019130129321735835
DTLZ4_D30,13,Frank-WT MF-PIRN,0.6827146839102465,0.020574322786479894
DTLZ4_D30,14,Frank-WT MF-PIRN,0.6910840674839039,0.019716933931986178
DTLZ4_D30,15,Frank-WT MF-PIRN,0.6769731302114154,0.017347593077552088
DTLZ4_D30,16,Frank-WT MF-PIRN,0.6810470326666769,0.016856856651683412
DTLZ4_D30,17,Frank-WT MF-PIRN,0.6875085493894577,0.02132619332151447
DTLZ4_D30,18,Frank-WT MF-PIRN,0.6789237442672734,0.015480668617720138
DTLZ4_D30,19,Frank-WT MF-PIRN,0.6864181990908358,0.019809228840012523
DTLZ4_D30,20,Frank-WT MF-PIRN,0.6856774537909511,0.019796194178011192
DTLZ4_D30,1,MF-HVKG,0.706575022719468,0.017865976967475578
DTLZ4_D30,2,MF-HVKG,0.7106371606372947,0.01332135892441488
DTLZ4_D30,3,MF-HVKG,0.6978513064662547,0.015598228423870023
DTLZ4_D30,4,MF-HVKG,0.6696522815837835,0.017889225007589063
DTLZ4_D30,5,MF-HVKG,0.7031318707942142,0.011813547046814626
DTLZ4_D30,6,MF-HVKG,0.6892183040484464,0.012358097649908925
DTLZ4_D30,7,MF-HVKG,0.7082342618987787,0.012351140703710297
DTLZ4_D30,8,MF-HVKG,0.7116944627204396,0.013828620315760867
DTLZ4_D30,9,MF-HVKG,0.7036301370129638,0.012945045929457973
DTLZ4_D30,10,MF-HVKG,0.6889015575158726,0.013836062709252597
DTLZ4_D30,11,MF-HVKG,0.6780055469825685,0.012980512086648445
DTLZ4_D30,12,MF-HVKG,0.694062153369291,0.013363463162405869
DTLZ4_D30,13,MF-HVKG,0.6798570074795117,0.014406768417551112
DTLZ4_D30,14,MF-HVKG,0.6847986404933091,0.014549303810616924
DTLZ4_D30,15,MF-HVKG,0.7034545052830551,0.010540087900484565
DTLZ4_D30,16,MF-HVKG,0.7015092404725861,0.015204220740825078
DTLZ4_D30,17,MF-HVKG,0.7015774229523338,0.010899788996649193
DTLZ4_D30,18,MF-HVKG,0.6895377609050923,0.013352262294982572
DTLZ4_D30,19,MF-HVKG,0.691178955725093,0.0141906687235173
DTLZ4_D30,20,MF-HVKG,0.6994135396795238,0.014829645971418897
DTLZ4_D30,1,qLogNEHVI,0.7068609637617317,0.017433830523344213
DTLZ4_D30,2,qLogNEHVI,0.6853412723470315,0.014116271443993236
DTLZ4_D30,3,qLogNEHVI,0.6959608330242159,0.013426151527920266
DTLZ4_D30,4,qLogNEHVI,0.6898369280969109,0.017191995389913044
DTLZ4_D30,5,qLogNEHVI,0.6904007006868631,0.018005506529416685
DTLZ4_D30,6,qLogNEHVI,0.6980480507286849,0.015496939083004115
DTLZ4_D30,7,qLogNEHVI,0.6799574609987643,0.013511028080713985
DTLZ4_D30,8,qLogNEHVI,0.6960608537838613,0.013584091362775188
DTLZ4_D30,9,qLogNEHVI,0.685330830653116,0.013247743034822745
DTLZ4_D30,10,qLogNEHVI,0.6918030942398582,0.01638102062825081
DTLZ4_D30,11,qLogNEHVI,0.6974737106147103,0.013262926082379911
DTLZ4_D30,12,qLogNEHVI,0.6882364842789316,0.014261530530768764
DTLZ4_D30,13,qLogNEHVI,0.6860562127870686,0.013385756197826974
DTLZ4_D30,14,qLogNEHVI,0.6947962347446988,0.018040988197280443
DTLZ4_D30,15,qLogNEHVI,0.6918791743225263,0.015520722824527612
DTLZ4_D30,16,qLogNEHVI,0.6851255525905234,0.013129639073486138
DTLZ4_D30,17,qLogNEHVI,0.6895772840201866,0.017998644367381144
DTLZ4_D30,18,qLogNEHVI,0.7057629144671578,0.017621206030577943
DTLZ4_D30,19,qLogNEHVI,0.6854924848005168,0.018417107710639716
DTLZ4_D30,20,qLogNEHVI,0.6865863733436073,0.01826049030795344
DTLZ4_D30,1,MOMF,0.6611957096802112,0.016634100411293828
DTLZ4_D30,2,MOMF,0.653995405136141,0.01858840224164568
DTLZ4_D30,3,MOMF,0.6791362925296383,0.013642929543161595
DTLZ4_D30,4,MOMF,0.6807875160350106,0.016205713484850334
DTLZ4_D30,5,MOMF,0.6911207008455132,0.014081985689357803
DTLZ4_D30,6,MOMF,0.6861142487080777,0.01787846271597182
DTLZ4_D30,7,MOMF,0.6754020024123438,0.015180818275007708
DTLZ4_D30,8,MOMF,0.6682823677012214,0.01625736043622489
DTLZ4_D30,9,MOMF,0.7075281650149614,0.019669178361585504
DTLZ4_D30,10,MOMF,0.6671653333992832,0.01617334902680172
DTLZ4_D30,11,MOMF,0.6812521417046149,0.018942007402167147
DTLZ4_D30,12,MOMF,0.6870249524798899,0.018429630637116827
DTLZ4_D30,13,MOMF,0.6838776970313044,0.018137615747102258
DTLZ4_D30,14,MOMF,0.6788484801922399,0.0164444589064338
DTLZ4_D30,15,MOMF,0.6914355338334024,0.018845352127130843
DTLZ4_D30,16,MOMF,0.7062761968975904,0.018205130084856417
DTLZ4_D30,17,MOMF,0.6647821855974314,0.01853508510739261
DTLZ4_D30,18,MOMF,0.6872041054840227,0.016061375458630466
DTLZ4_D30,19,MOMF,0.6954436540411375,0.014923687533829512
DTLZ4_D30,20,MOMF,0.6741085637366483,0.01473114534974263
DTLZ4_D30,1,PHSEA,0.6732035380229838,0.018858820036725725
DTLZ4_D30,2,PHSEA,0.6778307101586314,0.0187458533249111
DTLZ4_D30,3,PHSEA,0.6873221739596911,0.021633003241787324
DTLZ4_D30,4,PHSEA,0.6696277147007349,0.021333458015189776
DTLZ4_D30,5,PHSEA,0.6776323353006939,0.020870154693218616
DTLZ4_D30,6,PHSEA,0.6740770226687072,0.020352659500555165
DTLZ4_D30,7,PHSEA,0.6715248305160002,0.022087659589728602
DTLZ4_D30,8,PHSEA,0.6711986915551434,0.02068541730990167
DTLZ4_D30,9,PHSEA,0.66895861159899,0.014908052047045851
DTLZ4_D30,10,PHSEA,0.6670348464809921,0.02198010348136806
DTLZ4_D30,11,PHSEA,0.668632517227442,0.018149069935089194
DTLZ4_D30,12,PHSEA,0.6683235538134267,0.02077464455853676
DTLZ4_D30,13,PHSEA,0.6726097220896176,0.01989945293939545
DTLZ4_D30,14,PHSEA,0.6892796915122398,0.020071885696688555
DTLZ4_D30,15,PHSEA,0.6667691673653118,0.02004015801782088
DTLZ4_D30,16,PHSEA,0.6749398966172064,0.020790165670324677
DTLZ4_D30,17,PHSEA,0.6630631735632702,0.020754960973872666
DTLZ4_D30,18,PHSEA,0.6794017803814727,0.018099980263329565
DTLZ4_D30,19,PHSEA,0.664297416067775,0.019585898896928532
DTLZ4_D30,20,PHSEA,0.686433658687481,0.024153555093323776
DTLZ4_D30,1,MSAEA-DM,0.6739871713805827,0.021521096497609905
DTLZ4_D30,2,MSAEA-DM,0.6605295912929815,0.01811608150235488
DTLZ4_D30,3,MSAEA-DM,0.6589217939546557,0.017799731898894826
DTLZ4_D30,4,MSAEA-DM,0.6768719724400513,0.022385218955400875
DTLZ4_D30,5,MSAEA-DM,0.6591168360912334,0.022549549904233898
DTLZ4_D30,6,MSAEA-DM,0.671309220028123,0.01974991489789538
DTLZ4_D30,7,MSAEA-DM,0.6784516762677006,0.020775469588069168
DTLZ4_D30,8,MSAEA-DM,0.6595073662977153,0.019636117719967785
DTLZ4_D30,9,MSAEA-DM,0.6544089105940891,0.022529444501444878
DTLZ4_D30,10,MSAEA-DM,0.6623720705485504,0.019073165626497513
DTLZ4_D30,11,MSAEA-DM,0.6516734710881528,0.021823425398691625
DTLZ4_D30,12,MSAEA-DM,0.6528613359156378,0.024523669926711518
DTLZ4_D30,13,MSAEA-DM,0.6560217995968821,0.020118889003680432
DTLZ4_D30,14,MSAEA-DM,0.6603458973031401,0.021599105824609555
DTLZ4_D30,15,MSAEA-DM,0.6676420953066399,0.0184284514826854
DTLZ4_D30,16,MSAEA-DM,0.6623950133416072,0.01991262293652808
DTLZ4_D30,17,MSAEA-DM,0.6759035442106855,0.020448266709871536
DTLZ4_D30,18,MSAEA-DM,0.6919655142450645,0.020830140118304266
DTLZ4_D30,19,MSAEA-DM,0.6658036029520837,0.0209673340629659
DTLZ4_D30,20,MSAEA-DM,0.6659919445319106,0.02159122468569155
DTLZ4_D30,1,AS-SMEA,0.6949534935061579,0.01521199924341847
DTLZ4_D30,2,AS-SMEA,0.7097538004729752,0.013333930201369021
DTLZ4_D30,3,AS-SMEA,0.6905168058357739,0.014668523039030887
DTLZ4_D30,4,AS-SMEA,0.7007050546210097,0.013036265668172472
DTLZ4_D30,5,AS-SMEA,0.7020922271195899,0.01597392579788024
DTLZ4_D30,6,AS-SMEA,0.6951408284762932,0.019598520863181014
DTLZ4_D30,7,AS-SMEA,0.680957207863895,0.012777175029971704
DTLZ4_D30,8,AS-SMEA,0.7073056401350802,0.015291269688716974
DTLZ4_D30,9,AS-SMEA,0.6877136637841789,0.016934689121393662
DTLZ4_D30,10,AS-SMEA,0.7050273366776366,0.01370398441494916
DTLZ4_D30,11,AS-SMEA,0.6930021106971588,0.014527657887904586
DTLZ4_D30,12,AS-SMEA,0.7160614790110699,0.013893290112154403
DTLZ4_D30,13,AS-SMEA,0.6789973697278554,0.011577616253606014
DTLZ4_D30,14,AS-SMEA,0.6891508415563155,0.011941471530324103
DTLZ4_D30,15,AS-SMEA,0.7090798594518083,0.016694527429639984
DTLZ4_D30,16,AS-SMEA,0.677316406659163,0.013825904159082966
DTLZ4_D30,17,AS-SMEA,0.6954861154110081,0.01537430549333767
DTLZ4_D30,18,AS-SMEA,0.6938601569431644,0.014279570609864243
DTLZ4_D30,19,AS-SMEA,0.6794039622588784,0.014072432561981868
DTLZ4_D30,20,AS-SMEA,0.7088830126172248,0.011077975661808551
DTLZ5_D14,1,Frank-WT MF-PIRN,0.7033646798089678,0.010053457699741277
DTLZ5_D14,2,Frank-WT MF-PIRN,0.7031005229242677,0.011982328192132415
DTLZ5_D14,3,Frank-WT MF-PIRN,0.7154053498547409,0.012121720632954809
DTLZ5_D14,4,Frank-WT MF-PIRN,0.7188863035628935,0.014620939106294476
DTLZ5_D14,5,Frank-WT MF-PIRN,0.7126636085802176,0.01260615013773674
DTLZ5_D14,6,Frank-WT MF-PIRN,0.714159150913319,0.010254661849495111
DTLZ5_D14,7,Frank-WT MF-PIRN,0.7243284996433081,0.011762701196790093
